name,postal,full_address,category,phone,designation_date,capacity,geocode_query,geocode_status,lat,lng,matched_title,n_candidates
プラム放課後,714-0042,岡山県笠岡市美の浜26番地29,tsusho,0865-63-8025,R6.10.1,10,岡山県笠岡市美の浜26-29,matched,34.484863,133.51944,岡山県笠岡市美の浜２６番地,1
こどもサポート教室きらり笠岡校,714-0088,岡山県笠岡市中央町8-15,tsusho,0865-63-9555,H30.9.1,10,岡山県笠岡市中央町8-15,matched,34.50787,133.50528,岡山県笠岡市中央町８番,1
夢門塾ゆうゆう笠岡2組,714-0031,岡山県笠岡市西大島新田161-1,tsusho,0865-60-0622,H31.3.1,10,岡山県笠岡市西大島新田161-1,matched,34.48988,133.530457,岡山県笠岡市西大島新田１６１番地,1
児童発達支援事業所すみよしキッズ,714-0081,岡山県笠岡市笠岡2461-1,tsusho,0865-61-4661,R1.9.1,10,岡山県笠岡市笠岡2461-1,matched,34.504574,133.50412,岡山県笠岡市笠岡２４６１番地,1
あ～とてらこやその弐,714-0066,岡山県笠岡市用之江143,tsusho,0865-63-8578,R5.6.1,10,岡山県笠岡市用之江143,matched,34.507065,133.465729,岡山県笠岡市用之江１４３番地,1
こどもアシストぽの笠岡教室,714-0083,岡山県笠岡市二番町4番地30,tsusho,0865-60-0311,R3.12.1,10,岡山県笠岡市二-町4-30,matched,34.497627,133.521164,岡山県笠岡市二番町,1
放課後等デイサービスウィズ・ユー笠岡,714-0081,岡山県笠岡市笠岡2388番地33,tsusho,0865-61-4428,R6.11.1,10,岡山県笠岡市笠岡2388-33,matched,34.500816,133.504211,岡山県笠岡市笠岡２３８８番地,1
こどもサポート教室きらり笠岡今井校,714-0022,岡山県笠岡市今立30番地3階,tsusho,080-1922-6163,R7.4.1,10,岡山県笠岡市今立30-3階,matched,34.527405,133.528854,岡山県笠岡市今立３０番地,1
井原あゆみ園,715-0019,岡山県井原市井原町1110,tsusho,0866-62-1484,H24.4.1,10,岡山県井原市井原町1110,matched,34.60326,133.461578,岡山県井原市井原町１１１０番地,1
療育支援事業所てくてく,715-0004,岡山県井原市木之子町19番1,tsusho,0866-63-2003,H24.4.1,10,岡山県井原市木之子町19-1,matched,34.59634,133.492386,岡山県井原市木之子町１９番地,1
夢門塾ゆうゆう井原,715-0006,岡山県井原市西江原町935-1,tsusho,0866-63-4700,H27.12.1,10,岡山県井原市西江原町935-1,matched,34.597103,133.482483,岡山県井原市西江原町９３５番地,1
放課後児童デイサービスセンターらいず,715-0025,岡山県井原市笹賀町2-21-11,tsusho,0866-84-0127,H30.4.1,10,岡山県井原市笹賀町2-21-11,matched,34.589828,133.445801,岡山県井原市笹賀町二丁目２１番,1
こども発達支援すてっぷ,715-0014,岡山県井原市七日市町122-1,tsusho,0866-84-1775,R4.10.1,10,岡山県井原市七日市町122-1,matched,34.594841,133.467804,岡山県井原市七日市町１２２番地,1
KJKスクール,715-0006,岡山県井原市西江原町2257番地1,tsusho,090-2867-8326,R5.4.1,10,岡山県井原市西江原町2257-1,matched,34.603573,133.474762,岡山県井原市西江原町２２５７番地,1
かしゅかしゅ,719-1155,岡山県総社市小寺365,tsusho,0866-92-2384,H24.4.1,10,岡山県総社市小寺365,matched,34.693192,133.744675,岡山県総社市小寺,1
サポートセンターはるかぜ,710-1201,岡山県総社市久代4598-1,tsusho,0866-96-2992,H24.4.1,10,岡山県総社市久代4598-1,matched,34.675907,133.68985,岡山県総社市久代４５９８番地,1
コロンコロン,719-1136,岡山県総社市駅前2丁目15-18,tsusho,0866-95-2724,H27.4.1,10,岡山県総社市駅前2丁目15-18,matched,34.670204,133.73938,岡山県総社市駅前二丁目１５番１８号,1
児童発達支援事業所てぃんくる,719-1131,岡山県総社市中央6丁目8-106,tsusho,0866-95-2154,H27.10.1,10,岡山県総社市中央6丁目8-106,matched,34.668072,133.748444,岡山県総社市中央六丁目８番,1
発達支援事業ハロウ,719-1125,岡山県総社市井手366-4,tsusho,0866-92-0086,H28.6.1,10,岡山県総社市井手366-4,matched,34.6726,133.76091,岡山県総社市井手３６６番地,1
ソーシャルスキルサポートふぁみりえ,719-1131,岡山県総社市中央4丁目22-106メゾン石田103・105,tsusho,0866-94-5606,H28.8.1,10,岡山県総社市中央4丁目22-106メゾン石田103・105,matched,34.670109,133.75386,岡山県総社市中央四丁目２２番,1
東総社放課後等デイサービスにこにこ,719-1115,岡山県総社市福井2081,tsusho,0866-31-5366,H28.12.1,10,岡山県総社市福井2081,matched,34.680939,133.752777,岡山県総社市福井２０８１番地,1
児童発達支援事業所たんぽぽ,719-1132,岡山県総社市駅南1丁目26-3,tsusho,0866-31-8981,H29.4.1,10,岡山県総社市駅南1丁目26-3,matched,34.667358,133.739471,岡山県総社市駅南一丁目,1
こぱんはうすさくら総社東教室,719-1125,岡山県総社市井手578-1オフィス21 2階201号・202号,tsusho,0866-31-8847,H30.3.1,20,岡山県総社市井手578-1オフィス212階201・202,matched,34.674664,133.758652,岡山県総社市井手５７８番地,1
夢門塾ゆうゆう総社,719-1131,岡山県総社市総社市中央六丁目9-101,tsusho,0866-31-6616,H30.3.1,10,岡山県総社市総社市中央六丁目9-101,matched,34.684696,133.765884,岡山県総社市総社,1
学習支援レインボー総社中央教室,719-1126,岡山県総社市総社2丁目1-30,tsusho,0866-31-8211,H30.7.1,10,岡山県総社市総社2丁目1-30,matched,34.67358,133.750839,岡山県総社市総社二丁目１番３０号,1
サポートセンターかがやき,719-1155,岡山県総社市総社市小寺958,tsusho,0866-94-3500,R2.4.1,20,岡山県総社市総社市小寺958,matched,34.684696,133.765884,岡山県総社市総社,1
ほのぼのplus＋,719-1136,岡山県総社市駅前2丁目12番12号,tsusho,0866-37-1036,R7.4.1,10,岡山県総社市駅前2丁目12-12,matched,34.671803,133.738647,岡山県総社市駅前二丁目１２番１２号,1
みずたま,716-0046,岡山県高梁市横町1693番地1,tsusho,0866-22-3611,H24.4.1,10,岡山県高梁市横町1693-1,matched,34.788422,133.611893,岡山県高梁市横町１６９３番地,1
つむぎ高梁,716-0046,岡山県高梁市横町1072-1,tsusho,0866-56-0011,H27.5.1,20,岡山県高梁市横町1072-1,matched,34.783936,133.610092,岡山県高梁市横町１０７２番地,1
つむぎ落合,716-0061,岡山県高梁市落合町阿部1996-2,tsusho,0866-56-1122,R2.2.1,10,岡山県高梁市落合町阿部1996-2,matched,34.77964,133.584274,岡山県高梁市落合町阿部１９９６番地,1
スマイル,718-0003,岡山県新見市高尾2488番地13,tsusho,0867-72-2522,H24.4.1,10,岡山県新見市高尾2488-13,matched,34.990742,133.455673,岡山県新見市高尾２４８８番地,1
もりっこ,718-0016,岡山県新見市金谷640-1,tsusho,0867-72-3053,H29.6.1,10,岡山県新見市金谷640-1,matched,34.972984,133.468643,岡山県新見市金谷６４０番地,1
統合ケアハウスリンクス,701-4263,岡山県瀬戸内市長船町西須恵451番地,tsusho,0869-24-7815,H26.9.1,10,岡山県瀬戸内市長船町西須恵451-,matched,34.675358,134.132584,岡山県瀬戸内市長船町西須恵,1
放課後等デイサービスkiki,705-0012,岡山県備前市香登本487-1,tsusho,0869-66-6388,H29.3.1,10,岡山県備前市香登本487-1,matched,34.73008,134.124496,岡山県備前市香登本４８７番地,1
リエゾン,709-0212,岡山県備前市吉永町神根本865,tsusho,0869-84-2033,H31.4.1,10,岡山県備前市吉永町神根本865,matched,34.846539,134.235031,岡山県備前市吉永町神根本,1
パステルちゃいるどケアハウス,709-0225,岡山県備前市吉永町三股26,tsusho,0869-93-4566,R1.7.1,10,岡山県備前市吉永町三股26,matched,34.817265,134.204712,岡山県備前市吉永町三股,1
放課後等デイサービスれもんツリー,705-0003,岡山県備前市大内326-1,tsusho,0869-66-6970,R4.6.1,10,岡山県備前市大内326-1,matched,34.732361,134.13121,岡山県備前市大内３２６番地,1
こども発達LABO.Proリハ備前,705-0001,岡山県備前市伊部1405-9,tsusho,0869-63-1630,R5.9.1,10,岡山県備前市伊部1405-9,matched,34.739548,134.164368,岡山県備前市伊部１４０５番地,1
デイサービスこすもす,701-4246,岡山県瀬戸内市邑久町山田庄217-2,tsusho,0869-24-7978,H26.5.1,10,岡山県瀬戸内市邑久町山田庄217-2,matched,34.671352,134.096741,岡山県瀬戸内市邑久町山田庄,1
デイサービスといろ,701-4246,岡山県瀬戸内市邑久町山田庄541-8,tsusho,0869-24-8090,H28.10.1,10,岡山県瀬戸内市邑久町山田庄541-8,matched,34.671352,134.096741,岡山県瀬戸内市邑久町山田庄,1
よつばのクローバー瀬戸内,701-4221,岡山県瀬戸内市邑久町尾張653番地1,tsusho,0869-24-8802,H29.3.1,10,岡山県瀬戸内市邑久町尾張653-1,matched,34.661461,134.10318,岡山県瀬戸内市邑久町尾張,1
よつばのクローバー邑久,701-4221,岡山県瀬戸内市邑久町尾張367,tsusho,0869-24-7860,R4.4.1,10,岡山県瀬戸内市邑久町尾張367,matched,34.661461,134.10318,岡山県瀬戸内市邑久町尾張,1
しあわせたしざん,701-4253,岡山県瀬戸内市邑久町箕輪76-1,tsusho,0869-24-8484,R4.4.1,10,岡山県瀬戸内市邑久町箕輪76-1,matched,34.686501,134.090851,岡山県瀬戸内市邑久町箕輪,1
よつばのクローバー長船,701-4265,岡山県瀬戸内市長船町福岡500-2,tsusho,0869-24-7470,H29.12.1,10,岡山県瀬戸内市長船町福岡500-2,matched,34.702591,134.092224,岡山県瀬戸内市長船町福岡,1
さわやか愛の家せとうち館,701-4264,岡山県瀬戸内市長船町土師2579番1,tsusho,0869-26-8787,H29.6.1,10,岡山県瀬戸内市長船町土師2579-1,matched,34.69297,134.111664,岡山県瀬戸内市長船町土師,1
よつばのクローバー東備,701-4271,岡山県瀬戸内市長船町長船575-152,tsusho,0869-93-4633,R3.9.1,10,岡山県瀬戸内市長船町長船575-152,matched,34.72086,134.10434,岡山県瀬戸内市長船町長船,1
よつばのクローバー大富,701-4231,岡山県瀬戸内市邑久町大窪282番地16,tsusho,0869-24-8522,R7.2.1,10,岡山県瀬戸内市邑久町大窪282-16,matched,34.657394,134.083618,岡山県瀬戸内市邑久町大窪,1
スマイルオン,701-2223,岡山県赤磐市東窪田93番地1,tsusho,086-956-3380,H30.4.1,10,岡山県赤磐市東窪田93-1,matched,34.784431,134.011047,岡山県赤磐市東窪田,1
ことのはフレンズ,709-0802,岡山県赤磐市桜が丘西10-29-9,tsusho,086-956-3761,R4.4.1,10,岡山県赤磐市桜が丘西10-29-9,matched,34.784302,134.034943,岡山県赤磐市桜が丘西十丁目,1
赤磐ぐんぐん,709-0826,岡山県赤磐市和田194-1,tsusho,086-955-6758,H24.4.1,10,岡山県赤磐市和田194-1,matched,34.741257,134.00386,岡山県赤磐市和田１９４番地,1
ぐんぐんぴっぴ,709-0815,岡山県赤磐市立川444-1,tsusho,086-955-6758,H28.1.1,10,岡山県赤磐市立川444-1,matched,34.744774,134.023163,岡山県赤磐市立川４４４番地,1
なついろGRIT,709-0827,岡山県赤磐市山陽三丁目2番9,tsusho,086-958-5443,H29.12.1,10,岡山県赤磐市山陽三丁目2-9,matched,34.748325,134.007248,岡山県赤磐市山陽三丁目２番,1
さわやか愛の家あかいわ館,709-0721,岡山県赤磐市桜が丘東4丁目4-252 2階,tsusho,086-995-2888,H29.11.1,10,岡山県赤磐市桜が丘東4丁目4-2522階,matched,34.780827,134.042267,岡山県赤磐市桜が丘東四丁目４番地,1
放課後等デイサービスあんずの家,709-0721,岡山県赤磐市桜が丘東6丁目6番地704,tsusho,086-958-5571,H31.4.1,10,岡山県赤磐市桜が丘東6丁目6-704,matched,34.78849,134.036194,岡山県赤磐市桜が丘東六丁目６番地,1
むすび桜が丘,709-0721,岡山県赤磐市桜が丘東一丁目1311番地4,tsusho,086-956-2511,R2.4.1,10,岡山県赤磐市桜が丘東一丁目1311-4,matched,34.773769,134.049286,岡山県赤磐市桜が丘東一丁目,1
ぐんぐんタッチ,709-0817,岡山県赤磐市上市355-2,tsusho,086-955-6758,R5.4.1,10,岡山県赤磐市上市355-2,matched,34.757874,134.018433,岡山県赤磐市上市,1
児童発達支援・放課後等デイサービスかえでの家,709-0705,岡山県赤磐市松木549,tsusho,086-995-0244,R5.10.1,10,岡山県赤磐市松木549,matched,34.793232,134.091507,岡山県赤磐市松木,1
ピタゴラス放課後真庭,719-3201,岡山県真庭市久世2669番地4名越旅館南館,tsusho,0867-45-7702,H28.10.1,10,岡山県真庭市久世2669-4名越旅館南館,matched,35.09174,133.735382,岡山県真庭市久世,1
マルコポーロ放課後真庭,719-3201,岡山県真庭市久世2259-1,tsusho,0867-45-1105,R2.11.1,10,岡山県真庭市久世2259-1,matched,35.080345,133.741638,岡山県真庭市久世２２５９番地,1
ペリー放課後真庭,717-0013,岡山県真庭市勝山1254,tsusho,070-6444-7788,R3.3.1,10,岡山県真庭市勝山1254,matched,35.085705,133.700165,岡山県真庭市勝山１２５４番地,1
つぼみ北房,716-1411,岡山県真庭市上水田3166番地1,tsusho,0866-56-1976,R6.8.1,10,岡山県真庭市上水田3166-1,matched,34.96603,133.64975,岡山県真庭市上水田,1
児童発達支援事業所めばえ,707-0045,岡山県美作市巨勢1877-1,tsusho,0868-73-3955,H26.6.1,10,岡山県美作市巨勢1877-1,matched,34.973312,134.137268,岡山県美作市巨勢,1
なくら七色キッズ,707-0025,岡山県美作市栄町68,tsusho,0868-72-7551,H30.7.1,10,岡山県美作市栄町68,matched,35.010632,134.148804,岡山県美作市栄町６８番地,1
放課後等デイサービス虹の郷,701-2604,岡山県美作市福本806番地1,tsusho,090-3170-7957,R3.8.1,10,岡山県美作市福本806-1,matched,34.930992,134.127838,岡山県美作市福本,1
ツリーハウス美作粟井教室,709-4203,岡山県美作市小野530,tsusho,0868-75-3067,R5.11.1,10,岡山県美作市小野530,matched,35.080379,134.249893,岡山県美作市小野,1
ころりん,707-0042,岡山県美作市朽木26番地2,tsusho,0868-73-6038,H31.4.1,10,岡山県美作市朽木26-2,matched,35.005222,134.160843,岡山県美作市朽木,1
発達支援センターあさくち,719-0112,岡山県浅口市金光町須恵653番地,tsusho,080-3877-2490,H24.4.1,10,岡山県浅口市金光町須恵653-,matched,34.533363,133.622604,岡山県浅口市金光町須恵６５３番地,1
夢門塾ゆうゆう浅口,719-0104,岡山県浅口市金光町占見新田54-3,tsusho,0865-42-2480,H29.1.1,10,岡山県浅口市金光町占見新田54-3,matched,34.548042,133.627579,岡山県浅口市金光町占見新田,1
楽修空間せるふぃっしゅ金光教室,719-0104,岡山県浅口市金光町占見新田237,tsusho,0865-54-0971,H29.8.1,10,岡山県浅口市金光町占見新田237,matched,34.539265,133.613678,岡山県浅口市金光町占見新田２３７番地,1
放課後等デイサービスがく,719-0113,岡山県浅口市金光町佐方181-1,tsusho,080-3874-3570,R2.5.1,10,岡山県浅口市金光町佐方181-1,matched,34.534969,133.60701,岡山県浅口市金光町佐方１８１番地,1
ごきげん塾浅口,719-0104,岡山県浅口市金光町占見新田777番地香取第3ビル2階,tsusho,0865-43-0266,R3.4.1,10,岡山県浅口市金光町占見新田777-香取第3ビル2階,matched,34.542049,133.626083,岡山県浅口市金光町占見新田７７７番地,1
スロースマイル和楽,719-0111,岡山県浅口市金光町大谷1698-2,tsusho,090-6415-4159,R3.7.1,10,岡山県浅口市金光町大谷1698-2,matched,34.539333,133.626648,岡山県浅口市金光町大谷１６９８番地,1
あいず和気,709-0422,岡山県和気郡和気町尺所31-1,tsusho,0869-92-9005,R4.11.1,10,岡山県和気郡和気町尺所31-1,matched,34.800594,134.154816,岡山県和気町尺所３１番地,1
めろでぃ早島事業所,701-0304,岡山県都窪郡早島町早島229-5,tsusho,086-483-0089,H29.10.1,10,岡山県都窪郡早島町早島229-5,matched,34.607281,133.831451,岡山県早島町早島２２９番地,1
Withひろば早島,701-0304,岡山県都窪郡早島町早島3365-2,tsusho,086-441-6768,H30.5.1,10,岡山県都窪郡早島町早島3365-2,matched,34.608688,133.818497,岡山県早島町早島,1
アトリエぬかごっこ,701-0304,岡山県都窪郡早島町早島3125-1,tsusho,086-482-1392,R1.5.1,10,岡山県都窪郡早島町早島3125-1,matched,34.604668,133.820007,岡山県早島町早島３１２５番地,1
まなび家早島,701-0304,岡山県都窪郡早島町早島4598-19,tsusho,086-441-6558,R1.5.1,10,岡山県都窪郡早島町早島4598-19,matched,34.610943,133.81514,岡山県早島町早島４５９８番地,1
ももの家,701-0304,岡山県都窪郡早島町早島1639-2,tsusho,086-486-4489,R3.2.1,10,岡山県都窪郡早島町早島1639-2,matched,34.608688,133.818497,岡山県早島町早島,1
muni.,701-0303,岡山県都窪郡早島町前潟31,tsusho,086-442-9860,R5.4.1,10,岡山県都窪郡早島町前潟31,matched,34.604786,133.830688,岡山県早島町前潟３１番地,1
でいさーびすあいりんご6,701-0304,岡山県都窪郡早島町早島4116-64,tsusho,086-441-0636,R5.1.1,10,岡山県都窪郡早島町早島4116-64,matched,34.612545,133.823318,岡山県早島町早島４１１６番地,1
まなび家若宮,701-0302,岡山県都窪郡早島町若宮3543-10,tsusho,086-454-6256,R5.4.1,10,岡山県都窪郡早島町若宮3543-10,matched,34.615345,133.834686,岡山県早島町若宮３５４３番地,1
アートチャイルドケアSEDスクール岡山早島Plus+,701-0303,岡山県都窪郡早島町前潟390-3,tsusho,086-441-6435,R5.10.1,10,岡山県都窪郡早島町前潟390-3,matched,34.601185,133.830017,岡山県早島町前潟３９０番地,1
発達支援センターさとしょう,719-0301,岡山県浅口郡里庄町里見1107番地2,tsusho,080-5615-2166,R2.4.1,10,岡山県浅口郡里庄町里見1107-2,matched,34.513851,133.55632,岡山県里庄町里見１１０７番地,1
里庄町放課後等デイサービス事業所ぽかぽか,719-0301,岡山県浅口郡里庄町里見105-2,tsusho,0865-75-0470,R5.4.1,10,岡山県浅口郡里庄町里見105-2,matched,34.516685,133.54866,岡山県里庄町里見１０５番地,1
児童デイサービスまきび,714-1201,岡山県小田郡矢掛町矢掛2090-6,tsusho,0866-63-4150,H26.3.1,10,岡山県小田郡矢掛町矢掛2090-6,matched,34.627316,133.592453,岡山県矢掛町矢掛２０９０番地,1
発達支援センターやかげ,714-1202,岡山県小田郡矢掛町小林319-4,tsusho,090-2009-3448,H26.5.1,10,岡山県小田郡矢掛町小林319-4,matched,34.636105,133.574738,岡山県矢掛町小林,1
ホハル美川,714-1204,岡山県小田郡矢掛町下高末2686,tsusho,0866-83-0300,R2.9.1,10,岡山県小田郡矢掛町下高末2686,matched,34.66391,133.588287,岡山県矢掛町下高末２６８６番地,1
あ～とてらこや,714-1223,岡山県小田郡矢掛町東川面1154,tsusho,0866-63-4853,R2.10.1,10,岡山県小田郡矢掛町東川面1154,matched,34.624069,133.57753,岡山県矢掛町東川面１１５４番地,1
こあきっずぱるむ,708-0321,岡山県苫田郡鏡野町円宗寺1000-4,tsusho,080-7834-3253,R5.10.1,10,岡山県苫田郡鏡野町円宗寺1000-4,matched,35.102463,133.940063,岡山県鏡野町円宗寺１０００番地,1
クレヨン,708-0324,岡山県苫田郡鏡野町竹田768,tsusho,0868-54-5904,R3.11.1,10,岡山県苫田郡鏡野町竹田768,matched,35.08828,133.930954,岡山県鏡野町竹田７６８番地,1
socio勝央,709-4303,岡山県勝田郡勝央町豊久田161-1,tsusho,0868-38-7090,H26.5.1,10,岡山県勝田郡勝央町豊久田161-1,matched,35.07085,134.168167,岡山県勝央町豊久田,1
児童クラブつばめ,709-4311,岡山県勝田郡勝央町岡29-16,tsusho,0868-35-0571,R6.6.1,10,岡山県勝田郡勝央町岡29-16,matched,35.036594,134.120956,岡山県勝央町岡２９番地,1
どんぐりはうす,709-4312,岡山県勝田郡勝央町黒土221-1,tsusho,0868-35-0545,R6.6.1,10,岡山県勝田郡勝央町黒土221-1,matched,35.029327,134.132233,岡山県勝央町黒土,1
ジュネス,709-4335,岡山県勝田郡勝央町植月中1264,tsusho,0868-32-8588,R3.2.1,10,岡山県勝田郡勝央町植月中1264,matched,35.064266,134.118683,岡山県勝央町植月中,1
あそび王国勝央事業所,709-4303,岡山県勝田郡勝央町豊久田3271番地5,tsusho,0868-38-6401,R2.4.1,10,岡山県勝田郡勝央町豊久田3271-5,matched,35.07085,134.168167,岡山県勝央町豊久田,1
oicos socio,709-4323,岡山県勝田郡勝央町黒坂58番地の3,tsusho,0868-32-8733,R6.4.1,10,岡山県勝田郡勝央町黒坂58-の3,matched,35.041889,134.086334,岡山県勝央町黒坂５８番地,1
湧気自然塾,708-1314,岡山県勝田郡奈義町荒内西1050番地7,tsusho,0868-20-1755,R2.4.1,10,岡山県勝田郡奈義町荒内西1050-7,matched,35.110161,134.165634,岡山県奈義町荒内西,1
多機能型事業所あおば,708-1323,岡山県勝田郡奈義町豊沢600番地,tsusho,090-7977-2492,R6.5.1,10,岡山県勝田郡奈義町豊沢600-,matched,35.124622,134.174881,岡山県奈義町豊沢,1
Awesome!!,707-0504,岡山県英田郡西粟倉村長尾1281,tsusho,0868-75-3561,H30.6.1,10,岡山県英田郡西粟倉村長尾1281,matched,35.170952,134.327255,岡山県西粟倉村長尾,1
ふりーすたいるにこにこ事業所,709-3614,岡山県久米郡久米南町下弓削446-3プレリュード久米南C棟,tsusho,086-728-3911,H28.6.1,10,岡山県久米郡久米南町下弓削446-3プレリュード久米南C棟,matched,34.923515,133.975418,岡山県久米南町下弓削,1
ふりーすたいるわくわく事業所,708-1523,岡山県久米郡美咲町吉ヶ原862-10,tsusho,0868-62-7153,H29.8.1,10,岡山県久米郡美咲町吉ヶ原862-10,matched,34.952263,134.086044,岡山県美咲町吉ケ原,1
ふりーすたいるのびのび事業所,709-3614,岡山県久米郡久米南町下弓削446-3プレリュード久米南A棟,tsusho,086-728-9011,R6.1.1,10,岡山県久米郡久米南町下弓削446-3プレリュード久米南A棟,matched,34.923515,133.975418,岡山県久米南町下弓削,1
PAKARA KIDS,709-2413,岡山県加賀郡吉備中央町上田西2393-17,tsusho,0867-34-0730,H28.6.1,10,岡山県加賀郡吉備中央町上田西2393-17,matched,34.882652,133.811584,岡山県吉備中央町上田西,1
つむぎ大和,716-1554,岡山県加賀郡吉備中央町西362-1,tsusho,090-9952-7886,H29.11.1,10,岡山県加賀郡吉備中央町西362-1,matched,34.800419,133.676773,岡山県吉備中央町西,1
つむぎ吉備中央,716-1111,岡山県加賀郡吉備中央町田土3109-3,tsusho,0866-54-0003,R4.4.1,10,岡山県加賀郡吉備中央町田土3109-3,matched,34.861343,133.740692,岡山県吉備中央町田土３１０９番地,1
吉備の里ぽけっと,709-2344,岡山県加賀郡吉備中央町上野2320-19,tsusho,0866-56-8237,R5.4.1,10,岡山県加賀郡吉備中央町上野2320-19,matched,34.839394,133.772919,岡山県吉備中央町上野２３２０番地,1
ひらた旭川荘通園センター,700-0952,岡山県岡山市北区平田407,severe,086-805-3810,H24.4.1,8,岡山県岡山市北区平田407,matched,34.634884,133.882538,岡山県岡山市北区平田４０７番地,1
つぼみ,701-2154,岡山県岡山市北区原1058番地1,severe,086-230-2737,R1.5.1,5,岡山県岡山市北区原1058-1,matched,34.710129,133.940247,岡山県岡山市北区原,1
おうちだ,701-0164,岡山県岡山市北区撫川848,severe,086-238-1804,R4.4.1,5,岡山県岡山市北区撫川848,matched,34.642654,133.841461,岡山県岡山市北区撫川,1
デイサービスはなはな,700-0945,岡山県岡山市南区新保654-13,severe,086-250-5506,H25.4.1,7,岡山県岡山市南区新保654-13,matched,34.631981,133.910019,岡山県岡山市南区新保６５４番地,1
すくすくyell,700-0952,岡山県岡山市北区平田102番地108,severe,086-244-2525,R4.8.1,7,岡山県岡山市北区平田102-108,matched,34.636417,133.890671,岡山県岡山市北区平田１０２番地,1
OZデイおかやま,702-8047,岡山県岡山市南区若葉町7番31号,severe,086-728-5662,R5.3.1,5,岡山県岡山市南区若葉町7-31,matched,34.611431,133.946564,岡山県岡山市南区若葉町７番３１号,1
きらり中庄,701-0113,岡山県倉敷市栗坂8,severe,086-464-0004,H24.4.1,5,岡山県倉敷市栗坂8,matched,34.630062,133.825867,岡山県倉敷市栗坂,1
きらり水島,712-8062,岡山県倉敷市水島北幸町2-3,severe,086-446-2311,H24.4.1,5,岡山県倉敷市水島北幸町2-3,matched,34.541538,133.740494,岡山県倉敷市水島北幸町２番,1
つぼみケア,713-8103,岡山県倉敷市玉島乙島7189-4,severe,086-522-1022,R4.3.1,5,岡山県倉敷市玉島乙島7189-4,matched,34.52861,133.680588,岡山県倉敷市玉島乙島,1
からふる,708-0814,岡山県津山市東一宮981,severe,0868-32-8899,R5.5.1,6,岡山県津山市東一宮981,matched,35.099419,133.999756,岡山県津山市東一宮９８１番地,1
重度障害者支援センターすまいるハウス,714-0044,岡山県笠岡市神島3914,severe,0865-69-7779,H25.3.1,5,岡山県笠岡市神島3914,matched,34.475903,133.515823,岡山県笠岡市神島３９１４番地,1
重度障害支援センターすまいるキッズ,714-0073,岡山県笠岡市大河796,severe,0865-66-4688,R5.3.1,7,岡山県笠岡市大河796,matched,34.530293,133.492874,岡山県笠岡市大河７９６番地,1
多機能型事業所LaLa,719-1156,岡山県総社市門田1209,severe,0866-95-2373,R7.1.1,5,岡山県総社市門田1209,matched,34.680244,133.746658,岡山県総社市門田１２０９番地,1
こもれび,715-0022,岡山県井原市下出部町一丁目14番地1,severe,0866-75-4357,H29.4.1,5,岡山県井原市下出部町一丁目14-1,matched,34.585018,133.438889,岡山県井原市下出部町一丁目１４番,1
いんべ通園センターもみじ,705-0001,岡山県備前市伊部974-12,severe,0869-63-6001,H24.4.1,5,岡山県備前市伊部974-12,matched,34.745686,134.147751,岡山県備前市伊部９７４番地,1
いちばんぼし,701-2222,岡山県赤磐市町苅田27,severe,086-957-3880,R3.4.1,5,岡山県赤磐市町苅田27,matched,34.794682,134.010452,岡山県赤磐市町苅田,1
旭川荘真庭地域センターさくら,717-0402,岡山県真庭市湯原温泉442-1,severe,0867-62-7701,H26.5.1,5,岡山県真庭市湯原温泉442-1,matched,35.202698,133.737091,岡山県真庭市湯原温泉,1
デイケアセンタービィーハウス,708-0332,岡山県苫田郡鏡野町吉原312,severe,0868-54-0312,H24.4.1,5,岡山県苫田郡鏡野町吉原312,matched,35.071983,133.935684,岡山県鏡野町吉原３１２番地,1
旭川児童院通園センター,703-8555,岡山県岡山市北区祇園866,center,086-275-1951,H24.4.1,20,岡山県岡山市北区祇園866,matched,34.708469,133.95816,岡山県岡山市北区祇園８６６番地,1
岡山かなりや学園,700-0927,岡山県岡山市北区西古松321-102,center,086-241-1415,S50.4.1,20,岡山県岡山市北区西古松321-102,matched,34.64529,133.907578,岡山県岡山市北区西古松３２１番地,1
みどり学園,701-2155,岡山県岡山市北区中原664-1先,center,086-275-2119,S49.4.1,28,岡山県岡山市北区中原664-1先,matched,34.703457,133.949692,岡山県岡山市北区中原,1
児童発達支援センターまな星,700-0016,岡山県岡山市北区伊島町二丁目1番32号,center,086-214-0553,H27.12.1,28,岡山県岡山市北区伊島町二丁目1-32,matched,34.678875,133.91272,岡山県岡山市北区伊島町二丁目１番３２号,1
わかくさ学園いちご,700-0952,岡山県岡山市北区平田407,center,086-805-3822,H27.12.1,20,岡山県岡山市北区平田407,matched,34.634884,133.882538,岡山県岡山市北区平田４０７番地,1
児童発達支援センター倉敷学園,701-0113,岡山県倉敷市栗坂8番地,center,086-464-0012,S53.4.1,50,岡山県倉敷市栗坂8-,matched,34.630062,133.825867,岡山県倉敷市栗坂,1
児童発達支援センターめやすばこ,710-0807,岡山県倉敷市西阿知町988番3,center,086-441-3416,H24.9.1,30,岡山県倉敷市西阿知町988-3,matched,34.585861,133.72731,岡山県倉敷市西阿知町９８８番地,1
児童発達支援センタークムレ,712-8062,岡山県倉敷市水島北幸町2-4,center,086-441-7373,H25.5.1,50,岡山県倉敷市水島北幸町2-4,matched,34.541538,133.740494,岡山県倉敷市水島北幸町２番,1
